Timestamp, LinkStatus, FirmwareVersion, Profile, Upstream, Downstream, SNR1, SNR2
1594517038, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517048, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517058, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517068, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517078, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517088, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517098, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517109, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517119, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517129, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517139, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517149, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517159, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517169, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517179, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517190, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517200, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517210, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517220, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517230, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517240, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517251, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517261, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 10, 17
1594517271, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517281, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517291, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517301, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517311, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594517321, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517332, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517342, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517352, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517362, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517372, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517382, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517392, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517402, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517413, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517423, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517433, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517443, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517453, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517463, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517473, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517484, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517494, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594517504, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517514, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 15, 17
1594517524, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517534, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517544, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517554, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517565, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517575, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517585, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517595, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517605, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 10, 17
1594517615, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517625, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517635, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517646, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517656, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517666, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517676, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517686, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517696, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517706, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 12, 17
1594517717, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517727, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517737, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517747, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517757, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517767, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517777, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517787, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517798, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517808, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517818, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517828, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517838, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517848, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517858, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517869, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517879, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517889, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517899, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517909, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 14, 17
1594517919, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517929, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594517939, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594517950, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517960, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517970, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517980, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594517990, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518000, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518010, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518020, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 14, 17
1594518031, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518041, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518051, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518061, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518071, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518081, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518091, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518102, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518112, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594518122, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518132, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518142, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594518152, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518162, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518172, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518183, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518193, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518203, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518213, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518223, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518233, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518243, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518253, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518264, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518274, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518284, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518294, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518304, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518314, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518324, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518334, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518345, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518355, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518365, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518375, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518385, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518395, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518405, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518416, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518426, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518436, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518446, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518456, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518466, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518476, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518486, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518497, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518507, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518517, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518527, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518537, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518547, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518557, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518568, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518578, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518588, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518598, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518608, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518618, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518628, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594518638, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518649, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518659, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518669, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518679, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518689, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518699, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518709, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518719, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518730, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518740, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518750, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518760, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594518770, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518780, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518790, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518801, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518811, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518821, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518831, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518841, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518851, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518861, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518871, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518882, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518892, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518902, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518912, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518922, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518932, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518942, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518952, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518963, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518973, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594518983, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594518993, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519003, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519013, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519023, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519034, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519044, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519054, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519064, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519074, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519084, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519094, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519104, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519115, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519125, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519135, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519145, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519155, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519165, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519175, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519185, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519196, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519206, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519216, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519226, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519236, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519246, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519256, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519267, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519277, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519287, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519297, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519307, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519317, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519327, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519337, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519348, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 15, 17
1594519358, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519368, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519378, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519388, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519398, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 15, 17
1594519408, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519418, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519429, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519439, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519449, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 12, 17
1594519459, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519469, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519479, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519489, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519500, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519510, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519520, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519530, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519540, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 15, 17
1594519550, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519560, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519570, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519581, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519591, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519601, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519611, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519621, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519631, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519641, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519651, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519662, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519672, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594519682, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519692, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594519702, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519712, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519722, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519733, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519743, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519753, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519763, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594519773, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519783, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519793, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519803, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519814, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519824, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519834, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519844, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 13, 17
1594519854, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519864, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519874, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519884, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519895, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519905, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519915, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 15, 17
1594519925, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519935, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 15, 17
1594519945, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519955, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594519966, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519976, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594519986, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594519996, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594520006, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 16, 17
1594520016, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594520026, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594520036, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594520047, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594520057, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594520067, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 14, 17
1594520077, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594520087, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 17, 17
1594520097, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 13, 17
1594520107, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594520118, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594520128, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594520138, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 18, 17
1594520148, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
1594520158, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 15, 17
1594520168, SHOWTIME, 05-07-06-0D-01-07, 17A, 11999, 27400, 19, 17
