Unixtime, RawVoltage, boardtemp, Lat, Long, Alt, Speed, Course, Satelites, SecondsToFix, hAccuracy, vAccuracy, DateTime, CalcVoltage, CalcLat, CalcLong,
1604429528, 110, 22, 513867671, -4080907, -35, 2, 248, 6, 1, 32633, 69187, 2020-11-03 18:52:08, 3.6470588235294117, 51.3867671, -0.4080907, 
1604429588, 110, 21, 513867489, -4080743, -17, 8, 249, 6, 1, 37303, 45474, 2020-11-03 18:53:08, 3.6470588235294117, 51.3867489, -0.4080743, 
1604429648, 110, 21, 513868403, -4081221, 1, 0, 13, 7, 0, 20910, 27791, 2020-11-03 18:54:08, 3.6470588235294117, 51.3868403, -0.4081221, 
1604429708, 110, 21, 513868430, -4081045, 0, 0, 10, 7, 0, 18453, 21865, 2020-11-03 18:55:08, 3.6470588235294117, 51.386843, -0.4081045, 
1604429768, 110, 21, 513868065, -4080740, 0, 0, 7, 7, 0, 18383, 22341, 2020-11-03 18:56:08, 3.6470588235294117, 51.3868065, -0.408074, 
1604429828, 110, 21, 513868205, -4080929, 1, 0, 0, 7, 0, 20756, 29302, 2020-11-03 18:57:08, 3.6470588235294117, 51.3868205, -0.4080929, 
1604429888, 110, 21, 513868108, -4080959, 13, 0, 248, 5, 1, 23327, 30511, 2020-11-03 18:58:08, 3.6470588235294117, 51.3868108, -0.4080959, 
1604429948, 110, 21, 513868233, -4081113, 14, 0, 4, 7, 1, 17093, 23037, 2020-11-03 18:59:08, 3.6470588235294117, 51.3868233, -0.4081113, 
1604430008, 110, 21, 513867458, -4080075, 9, 0, 9, 5, 1, 20347, 30473, 2020-11-03 19:00:08, 3.6470588235294117, 51.3867458, -0.4080075, 
1604430068, 110, 22, 513867494, -4080028, -11, 10, 248, 6, 0, 33207, 34198, 2020-11-03 19:01:08, 3.6470588235294117, 51.3867494, -0.4080028, 
1604430128, 110, 22, 513868493, -4080759, 0, 0, 10, 6, 0, 22890, 31125, 2020-11-03 19:02:08, 3.6470588235294117, 51.3868493, -0.4080759, 
1604430188, 110, 21, 513868325, -4081066, 5, 0, 2, 6, 1, 26525, 37847, 2020-11-03 19:03:08, 3.6470588235294117, 51.3868325, -0.4081066, 
1604430248, 109, 21, 513868061, -4080718, 7, 2, 13, 7, 0, 16547, 29749, 2020-11-03 19:04:08, 3.6411764705882352, 51.3868061, -0.4080718, 
1604430308, 109, 22, 513867602, -4080692, -2, 0, 2, 7, 0, 12657, 25902, 2020-11-03 19:05:08, 3.6411764705882352, 51.3867602, -0.4080692, 
1604430368, 110, 22, 513867745, -4080750, 10, 0, 0, 7, 1, 10476, 22002, 2020-11-03 19:06:08, 3.6470588235294117, 51.3867745, -0.408075, 
1604430428, 109, 21, 513867852, -4080542, 7, 0, 5, 7, 0, 12091, 28317, 2020-11-03 19:07:08, 3.6411764705882352, 51.3867852, -0.4080542, 
1604430488, 109, 21, 513867769, -4080747, 3, 0, 2, 6, 1, 17027, 21125, 2020-11-03 19:08:08, 3.6411764705882352, 51.3867769, -0.4080747, 
1604430548, 110, 21, 513868364, -4081106, 2, 0, 0, 7, 0, 17720, 20644, 2020-11-03 19:09:08, 3.6470588235294117, 51.3868364, -0.4081106, 
1604430608, 110, 22, 513866246, -4079676, 7, 20, 250, 6, 0, 37172, 25613, 2020-11-03 19:10:08, 3.6470588235294117, 51.3866246, -0.4079676, 
1604430668, 110, 22, 513866505, -4079055, 0, 14, 249, 6, 0, 38605, 31057, 2020-11-03 19:11:08, 3.6470588235294117, 51.3866505, -0.4079055, 
1604430728, 110, 21, 513869066, -4081061, 14, 3, 245, 7, 0, 26220, 28895, 2020-11-03 19:12:08, 3.6470588235294117, 51.3869066, -0.4081061, 
1604430788, 109, 21, 513867790, -4080254, 4, 1, 0, 7, 0, 17257, 19467, 2020-11-03 19:13:08, 3.6411764705882352, 51.386779, -0.4080254, 
1604430848, 109, 21, 513866945, -4079981, 4, 0, 9, 7, 0, 11509, 23654, 2020-11-03 19:14:08, 3.6411764705882352, 51.3866945, -0.4079981, 
1604430908, 109, 22, 513867854, -4080142, -2, 0, 32, 7, 0, 10838, 33068, 2020-11-03 19:15:08, 3.6411764705882352, 51.3867854, -0.4080142, 
1604430968, 109, 21, 513867560, -4080495, 8, 0, 254, 7, 0, 19667, 32361, 2020-11-03 19:16:08, 3.6411764705882352, 51.386756, -0.4080495, 
1604431028, 110, 22, 513867623, -4079933, -5, 0, 0, 6, 0, 20167, 33167, 2020-11-03 19:17:08, 3.6470588235294117, 51.3867623, -0.4079933, 
1604431088, 109, 21, 513867678, -4080538, 0, 1, 6, 6, 0, 24432, 27210, 2020-11-03 19:18:08, 3.6411764705882352, 51.3867678, -0.4080538, 
1604431148, 110, 21, 513867036, -4079763, -1, 1, 5, 5, 1, 24075, 32163, 2020-11-03 19:19:08, 3.6470588235294117, 51.3867036, -0.4079763, 
1604431208, 109, 21, 513867560, -4080361, -2, 0, 0, 4, 1, 33418, 45728, 2020-11-03 19:20:08, 3.6411764705882352, 51.386756, -0.4080361, 
1604431274, 109, 22, 513867343, -4081932, 99, 9, 239, 5, 6, 44041, 82810, 2020-11-03 19:21:14, 3.6411764705882352, 51.3867343, -0.4081932, 
1604431352, 109, 22, 513869264, -4080237, -72, 0, 10, 6, 25, 14591, 69511, 2020-11-03 19:22:32, 3.6411764705882352, 51.3869264, -0.4080237, 
1604431388, 109, 22, 513868361, -4080480, -11, 0, 250, 8, 0, 14474, 38916, 2020-11-03 19:23:08, 3.6411764705882352, 51.3868361, -0.408048, 
1604431450, 109, 21, 513868764, -4080612, 1, 0, 228, 7, 3, 19524, 86125, 2020-11-03 19:24:10, 3.6411764705882352, 51.3868764, -0.4080612, 
1604431517, 109, 22, 513869679, -4081085, 3, 0, 211, 7, 10, 19193, 85017, 2020-11-03 19:25:17, 3.6411764705882352, 51.3869679, -0.4081085, 
1604431570, 109, 22, 513868348, -4080533, -15, 5, 222, 4, 3, 46600, 73692, 2020-11-03 19:26:10, 3.6411764705882352, 51.3868348, -0.4080533, 
1604431629, 109, 22, 513868405, -4080828, 6, 1, 0, 5, 2, 30625, 44969, 2020-11-03 19:27:09, 3.6411764705882352, 51.3868405, -0.4080828, 
1604431689, 109, 21, 513867573, -4080935, 1, 7, 237, 5, 2, 52065, 68727, 2020-11-03 19:28:09, 3.6411764705882352, 51.3867573, -0.4080935, 
1604431827, 109, 22, 513867394, -4080183, 71, 5, 13, 7, 20, 27106, 82891, 2020-11-03 19:30:27, 3.6411764705882352, 51.3867394, -0.4080183, 
1604431870, 109, 22, 513867820, -4079681, -13, 3, 0, 4, 3, 71182, 67768, 2020-11-03 19:31:10, 3.6411764705882352, 51.386782, -0.4079681, 
1604431932, 109, 22, 513868146, -4080387, -8, 3, 244, 6, 5, 35318, 49049, 2020-11-03 19:32:12, 3.6411764705882352, 51.3868146, -0.4080387, 
1604431988, 109, 21, 513866012, -4078367, 1, 11, 0, 5, 1, 43220, 82968, 2020-11-03 19:33:08, 3.6411764705882352, 51.3866012, -0.4078367, 
1604432052, 109, 22, 513870073, -4080678, -17, 4, 0, 5, 5, 31423, 88055, 2020-11-03 19:34:12, 3.6411764705882352, 51.3870073, -0.4080678, 
1604432111, 109, 22, 513869664, -4082486, 31, 2, 251, 5, 4, 43782, 46287, 2020-11-03 19:35:11, 3.6411764705882352, 51.3869664, -0.4082486, 
1604432168, 109, 21, 513870189, -4082416, 44, 11, 9, 5, 1, 36929, 47759, 2020-11-03 19:36:08, 3.6411764705882352, 51.3870189, -0.4082416, 
1604432228, 109, 22, 513869220, -4081522, 39, 7, 219, 6, 1, 27238, 62260, 2020-11-03 19:37:08, 3.6411764705882352, 51.386922, -0.4081522, 
1604432288, 109, 21, 513869271, -4081688, 29, 0, 237, 6, 1, 32655, 71882, 2020-11-03 19:38:08, 3.6411764705882352, 51.3869271, -0.4081688, 
1604432348, 109, 22, 513869941, -4081821, 30, 3, 0, 5, 1, 49625, 66057, 2020-11-03 19:39:08, 3.6411764705882352, 51.3869941, -0.4081821, 
1604432408, 109, 22, 513871267, -4082396, 63, 1, 0, 4, 1, 51284, 79404, 2020-11-03 19:40:08, 3.6411764705882352, 51.3871267, -0.4082396, 
1604432469, 109, 22, 513870421, -4081891, 49, 10, 5, 6, 2, 33151, 58851, 2020-11-03 19:41:09, 3.6411764705882352, 51.3870421, -0.4081891, 
1604432528, 109, 22, 513869816, -4081263, 56, 2, 9, 5, 1, 34040, 60615, 2020-11-03 19:42:08, 3.6411764705882352, 51.3869816, -0.4081263, 
1604432588, 109, 21, 513870292, -4080879, 32, 9, 4, 7, 1, 20560, 44580, 2020-11-03 19:43:08, 3.6411764705882352, 51.3870292, -0.4080879, 
1604432648, 109, 22, 513869804, -4081351, 25, 10, 2, 6, 1, 20192, 51955, 2020-11-03 19:44:08, 3.6411764705882352, 51.3869804, -0.4081351, 
1604432708, 109, 22, 513868522, -4081117, 7, 5, 15, 6, 1, 28400, 52740, 2020-11-03 19:45:08, 3.6411764705882352, 51.3868522, -0.4081117, 
1604432768, 108, 22, 513869747, -4081481, 19, 10, 0, 5, 1, 24146, 58686, 2020-11-03 19:46:08, 3.635294117647059, 51.3869747, -0.4081481, 
1604432828, 108, 22, 513869547, -4081402, 17, 5, 0, 5, 1, 23889, 45922, 2020-11-03 19:47:08, 3.635294117647059, 51.3869547, -0.4081402, 
1604432888, 109, 21, 513869818, -4081056, 17, 13, 0, 4, 1, 37472, 66406, 2020-11-03 19:48:08, 3.6411764705882352, 51.3869818, -0.4081056, 
1604432949, 109, 22, 513868473, -4081250, 10, 1, 5, 4, 2, 46668, 78944, 2020-11-03 19:49:09, 3.6411764705882352, 51.3868473, -0.408125, 
1604433022, 109, 22, 513869261, -4080954, -37, 1, 7, 5, 15, 38464, 72554, 2020-11-03 19:50:22, 3.6411764705882352, 51.3869261, -0.4080954, 
1604433068, 109, 22, 513869075, -4080813, 29, 5, 1, 6, 1, 24773, 48043, 2020-11-03 19:51:08, 3.6411764705882352, 51.3869075, -0.4080813, 
1604433147, 109, 22, 513870325, -4081188, 19, 2, 13, 5, 20, 18252, 98319, 2020-11-03 19:52:27, 3.6411764705882352, 51.3870325, -0.4081188, 
1604433212, 109, 23, 513869850, -4081407, -26, 1, 9, 6, 24, 13246, 65187, 2020-11-03 19:53:32, 3.6411764705882352, 51.386985, -0.4081407, 
1604433248, 108, 23, 513869006, -4081500, 39, 1, 15, 5, 1, 21497, 51566, 2020-11-03 19:54:08, 3.635294117647059, 51.3869006, -0.40815, 
1604433308, 109, 22, 513868997, -4081673, 28, 2, 8, 6, 1, 24998, 46163, 2020-11-03 19:55:08, 3.6411764705882352, 51.3868997, -0.4081673, 
1604433368, 109, 22, 513870229, -4082382, 52, 4, 252, 5, 0, 24901, 46889, 2020-11-03 19:56:08, 3.6411764705882352, 51.3870229, -0.4082382, 
1604433428, 109, 22, 513868019, -4080339, 4, 7, 0, 6, 1, 26737, 47605, 2020-11-03 19:57:08, 3.6411764705882352, 51.3868019, -0.4080339, 
1604433488, 109, 22, 513869550, -4081890, 42, 8, 14, 6, 1, 24659, 37147, 2020-11-03 19:58:08, 3.6411764705882352, 51.386955, -0.408189, 
1604433548, 108, 22, 513868570, -4080837, 35, 7, 0, 6, 1, 22955, 41375, 2020-11-03 19:59:08, 3.635294117647059, 51.386857, -0.4080837, 
1604433608, 108, 22, 513869234, -4080933, 27, 8, 0, 5, 1, 24004, 46540, 2020-11-03 20:00:08, 3.635294117647059, 51.3869234, -0.4080933, 
1604433668, 109, 22, 513870227, -4080802, 83, 7, 0, 4, 1, 51593, 82664, 2020-11-03 20:01:08, 3.6411764705882352, 51.3870227, -0.4080802, 
1604433728, 109, 22, 513868927, -4080630, 47, 14, 0, 4, 1, 28999, 57139, 2020-11-03 20:02:08, 3.6411764705882352, 51.3868927, -0.408063, 
1604433788, 108, 22, 513868788, -4080698, 37, 9, 0, 4, 1, 43135, 67374, 2020-11-03 20:03:08, 3.635294117647059, 51.3868788, -0.4080698, 
1604433848, 108, 22, 513868924, -4080547, 9, 7, 0, 4, 1, 30961, 50051, 2020-11-03 20:04:08, 3.635294117647059, 51.3868924, -0.4080547, 
1604433908, 108, 22, 513867599, -4080543, -13, 9, 0, 4, 1, 35586, 53587, 2020-11-03 20:05:08, 3.635294117647059, 51.3867599, -0.4080543, 
1604434008, 109, 23, 513870122, -4080994, 44, 0, 45, 5, 41, 50700, 75461, 2020-11-03 20:06:48, 3.6411764705882352, 51.3870122, -0.4080994, 
1604434028, 108, 23, 513871788, -4081616, 74, 1, 9, 5, 1, 41718, 63527, 2020-11-03 20:07:08, 3.635294117647059, 51.3871788, -0.4081616, 
1604434088, 108, 23, 513870148, -4080637, 41, 7, 8, 5, 1, 36919, 56358, 2020-11-03 20:08:08, 3.635294117647059, 51.3870148, -0.4080637, 
1604434158, 109, 22, 513868018, -4080361, 10, 0, 0, 5, 11, 51529, 77817, 2020-11-03 20:09:18, 3.6411764705882352, 51.3868018, -0.4080361, 
1604434208, 108, 22, 513869515, -4081048, 3, 2, 244, 5, 1, 32976, 49711, 2020-11-03 20:10:08, 3.635294117647059, 51.3869515, -0.4081048, 
1604434268, 108, 22, 513868265, -4080121, 35, 7, 15, 5, 1, 33013, 52259, 2020-11-03 20:11:08, 3.635294117647059, 51.3868265, -0.4080121, 
1604434328, 108, 22, 513869180, -4079459, 13, 10, 38, 5, 1, 41446, 61201, 2020-11-03 20:12:08, 3.635294117647059, 51.386918, -0.4079459, 
1604434388, 108, 23, 513866921, -4078368, 25, 6, 10, 5, 1, 44681, 63520, 2020-11-03 20:13:08, 3.635294117647059, 51.3866921, -0.4078368, 
1604434455, 109, 22, 513868595, -4080706, 18, 0, 4, 5, 8, 48563, 66129, 2020-11-03 20:14:15, 3.6411764705882352, 51.3868595, -0.4080706, 
1604434508, 108, 22, 513865606, -4078553, -13, 6, 206, 5, 1, 56394, 75057, 2020-11-03 20:15:08, 3.635294117647059, 51.3865606, -0.4078553, 
1604434651, 108, 23, 513868695, -4078470, 33, 6, 26, 5, 24, 48590, 65327, 2020-11-03 20:17:31, 3.635294117647059, 51.3868695, -0.407847, 
1604434702, 108, 23, 513869567, -4080052, 41, 0, 16, 5, 15, 49222, 84133, 2020-11-03 20:18:22, 3.635294117647059, 51.3869567, -0.4080052, 
1604434760, 108, 23, 513867745, -4081079, 0, 2, 52, 5, 13, 50931, 82865, 2020-11-03 20:19:20, 3.635294117647059, 51.3867745, -0.4081079, 
1604434820, 108, 23, 513868038, -4076202, -20, 13, 23, 5, 13, 51850, 82593, 2020-11-03 20:20:20, 3.635294117647059, 51.3868038, -0.4076202, 
1604434875, 108, 23, 513868678, -4079223, 25, 3, 217, 6, 8, 43157, 68277, 2020-11-03 20:21:15, 3.635294117647059, 51.3868678, -0.4079223, 
1604434937, 108, 23, 513867908, -4080403, -6, 4, 207, 6, 10, 46692, 70019, 2020-11-03 20:22:17, 3.635294117647059, 51.3867908, -0.4080403, 
1604435009, 108, 23, 513868245, -4081375, 1, 0, 5, 5, 22, 44743, 88853, 2020-11-03 20:23:29, 3.635294117647059, 51.3868245, -0.4081375, 
1604435060, 108, 23, 513867177, -4080979, -11, 0, 37, 6, 13, 36934, 71545, 2020-11-03 20:24:20, 3.635294117647059, 51.3867177, -0.4080979, 
1604435123, 108, 24, 513866460, -4080879, -32, 0, 8, 5, 16, 47087, 88057, 2020-11-03 20:25:23, 3.635294117647059, 51.386646, -0.4080879, 
1604435192, 108, 24, 513871720, -4081837, 31, 1, 19, 5, 25, 40190, 64274, 2020-11-03 20:26:32, 3.635294117647059, 51.387172, -0.4081837, 
1604435230, 108, 23, 513870249, -4082106, 4, 2, 14, 5, 3, 61567, 74549, 2020-11-03 20:27:10, 3.635294117647059, 51.3870249, -0.4082106, 
1604435291, 108, 23, 513873708, -4082863, 27, 3, 0, 5, 4, 68808, 72464, 2020-11-03 20:28:11, 3.635294117647059, 51.3873708, -0.4082863, 
1604435362, 108, 23, 513869303, -4080915, 17, 1, 6, 5, 15, 52122, 66437, 2020-11-03 20:29:22, 3.635294117647059, 51.3869303, -0.4080915, 
1604435416, 108, 23, 513871511, -4080735, 41, 0, 2, 5, 9, 52251, 69600, 2020-11-03 20:30:16, 3.635294117647059, 51.3871511, -0.4080735, 
1604435488, 108, 23, 513871470, -4081353, 39, 1, 5, 5, 21, 46317, 57225, 2020-11-03 20:31:28, 3.635294117647059, 51.387147, -0.4081353, 
1604435541, 108, 23, 513867433, -4080770, -3, 0, 205, 5, 14, 47604, 60831, 2020-11-03 20:32:21, 3.635294117647059, 51.3867433, -0.408077, 
1604435593, 108, 23, 513867842, -4080107, 23, 1, 8, 5, 6, 52983, 65782, 2020-11-03 20:33:13, 3.635294117647059, 51.3867842, -0.4080107, 
1604435651, 108, 23, 513868578, -4079921, 8, 8, 25, 6, 4, 42604, 62397, 2020-11-03 20:34:11, 3.635294117647059, 51.3868578, -0.4079921, 
1604435711, 108, 22, 513869372, -4080260, 27, 5, 5, 4, 3, 52931, 82356, 2020-11-03 20:35:11, 3.635294117647059, 51.3869372, -0.408026, 
1604435792, 107, 23, 513863117, -4079000, -26, 1, 3, 5, 25, 57588, 59398, 2020-11-03 20:36:32, 3.6294117647058823, 51.3863117, -0.4079, 
1604435828, 107, 23, 513867985, -4077660, 38, 15, 24, 6, 1, 31852, 51941, 2020-11-03 20:37:08, 3.6294117647058823, 51.3867985, -0.407766, 
1604435888, 107, 23, 513868495, -4077561, 30, 10, 3, 6, 1, 40569, 63410, 2020-11-03 20:38:08, 3.6294117647058823, 51.3868495, -0.4077561, 
1604435948, 108, 23, 513868204, -4079482, 21, 5, 207, 6, 1, 38633, 67315, 2020-11-03 20:39:08, 3.635294117647059, 51.3868204, -0.4079482, 
1604436011, 108, 23, 513868851, -4078146, 47, 5, 201, 5, 4, 37911, 82867, 2020-11-03 20:40:11, 3.635294117647059, 51.3868851, -0.4078146, 
1604436072, 108, 22, 513871315, -4079367, 111, 7, 36, 5, 5, 59644, 71510, 2020-11-03 20:41:12, 3.635294117647059, 51.3871315, -0.4079367, 
1604436133, 108, 23, 513870279, -4080039, 63, 12, 32, 6, 6, 53644, 71595, 2020-11-03 20:42:13, 3.635294117647059, 51.3870279, -0.4080039, 
1604436190, 107, 22, 513870961, -4078807, 66, 15, 31, 5, 3, 53104, 76412, 2020-11-03 20:43:10, 3.6294117647058823, 51.3870961, -0.4078807, 
1604436254, 108, 23, 513874342, -4073849, 259, 5, 0, 6, 7, 36782, 92827, 2020-11-03 20:44:14, 3.635294117647059, 51.3874342, -0.4073849, 
1604436334, 108, 23, 513871076, -4075525, 149, 8, 43, 5, 27, 62562, 77488, 2020-11-03 20:45:34, 3.635294117647059, 51.3871076, -0.4075525, 
1604436372, 107, 23, 513870513, -4072692, 116, 15, 48, 5, 5, 61117, 74085, 2020-11-03 20:46:12, 3.6294117647058823, 51.3870513, -0.4072692, 
1604436434, 108, 23, 513870398, -4076689, 121, 24, 40, 6, 7, 51255, 76160, 2020-11-03 20:47:14, 3.635294117647059, 51.3870398, -0.4076689, 
1604436491, 108, 23, 513871263, -4078183, 115, 18, 25, 5, 4, 45688, 85949, 2020-11-03 20:48:11, 3.635294117647059, 51.3871263, -0.4078183, 
1604436558, 108, 23, 513869774, -4077883, 82, 11, 33, 5, 11, 36114, 89389, 2020-11-03 20:49:18, 3.635294117647059, 51.3869774, -0.4077883, 
1604436632, 107, 24, 513868147, -4077934, 29, 0, 213, 7, 25, 38351, 57178, 2020-11-03 20:50:32, 3.6294117647058823, 51.3868147, -0.4077934, 
1604436668, 107, 23, 513868353, -4080277, 2, 3, 55, 7, 1, 30341, 37231, 2020-11-03 20:51:08, 3.6294117647058823, 51.3868353, -0.4080277, 
1604436728, 107, 23, 513868516, -4080518, 14, 0, 55, 7, 1, 14336, 20275, 2020-11-03 20:52:08, 3.6294117647058823, 51.3868516, -0.4080518, 
1604436787, 107, 23, 513868846, -4080319, 13, 0, 208, 7, 0, 9849, 19394, 2020-11-03 20:53:07, 3.6294117647058823, 51.3868846, -0.4080319, 
1604436848, 108, 22, 513868739, -4080989, 12, 0, 10, 8, 1, 11136, 18295, 2020-11-03 20:54:08, 3.635294117647059, 51.3868739, -0.4080989, 
1604436908, 107, 22, 513868887, -4080082, 15, 7, 9, 8, 0, 15492, 19870, 2020-11-03 20:55:08, 3.6294117647058823, 51.3868887, -0.4080082, 
1604436968, 108, 22, 513869166, -4081120, 10, 13, 10, 6, 1, 18321, 23482, 2020-11-03 20:56:08, 3.635294117647059, 51.3869166, -0.408112, 
1604437027, 108, 22, 513868826, -4080717, 8, 0, 50, 6, 0, 19618, 30589, 2020-11-03 20:57:07, 3.635294117647059, 51.3868826, -0.4080717, 
1604437087, 107, 22, 513868363, -4081473, -4, 0, 44, 7, 0, 18905, 30088, 2020-11-03 20:58:07, 3.6294117647058823, 51.3868363, -0.4081473, 
1604437147, 107, 22, 513868215, -4081086, 9, 4, 45, 6, 0, 24289, 42296, 2020-11-03 20:59:07, 3.6294117647058823, 51.3868215, -0.4081086, 
1604437208, 107, 22, 513867936, -4080174, -4, 7, 49, 6, 0, 22244, 40078, 2020-11-03 21:00:08, 3.6294117647058823, 51.3867936, -0.4080174, 
1604437267, 108, 22, 513868190, -4081974, -6, 0, 51, 6, 0, 24827, 49429, 2020-11-03 21:01:07, 3.635294117647059, 51.386819, -0.4081974, 
1604437327, 107, 22, 513868275, -4080262, 31, 0, 35, 5, 0, 26417, 74168, 2020-11-03 21:02:07, 3.6294117647058823, 51.3868275, -0.4080262, 
1604437388, 107, 22, 513868650, -4079827, 31, 0, 48, 7, 0, 20195, 45534, 2020-11-03 21:03:08, 3.6294117647058823, 51.386865, -0.4079827, 
1604437448, 108, 22, 513868224, -4080580, 17, 0, 21, 7, 0, 24065, 56743, 2020-11-03 21:04:08, 3.635294117647059, 51.3868224, -0.408058, 
1604437509, 108, 22, 513867010, -4081642, -26, 2, 34, 7, 2, 33320, 84902, 2020-11-03 21:05:09, 3.635294117647059, 51.386701, -0.4081642, 
1604437574, 108, 22, 513870090, -4078098, 99, 2, 38, 6, 7, 31416, 93627, 2020-11-03 21:06:14, 3.635294117647059, 51.387009, -0.4078098, 
1604437632, 107, 22, 513868654, -4080612, 16, 5, 21, 6, 4, 29217, 89284, 2020-11-03 21:07:12, 3.6294117647058823, 51.3868654, -0.4080612, 
1604437687, 107, 22, 513868030, -4080750, 2, 2, 210, 6, 0, 21511, 51856, 2020-11-03 21:08:07, 3.6294117647058823, 51.386803, -0.408075, 
1604437747, 107, 22, 513867480, -4081424, -15, 2, 16, 7, 0, 23593, 44151, 2020-11-03 21:09:07, 3.6294117647058823, 51.386748, -0.4081424, 
1604437807, 107, 22, 513868400, -4080596, 15, 4, 2, 6, 0, 26205, 52535, 2020-11-03 21:10:07, 3.6294117647058823, 51.38684, -0.4080596, 
1604437868, 108, 22, 513868320, -4080514, 10, 2, 33, 7, 0, 17959, 40249, 2020-11-03 21:11:08, 3.635294117647059, 51.386832, -0.4080514, 
1604437928, 107, 22, 513868632, -4080867, 12, 5, 10, 7, 0, 17803, 33125, 2020-11-03 21:12:08, 3.6294117647058823, 51.3868632, -0.4080867, 
1604437988, 107, 22, 513867928, -4081091, -9, 1, 221, 7, 0, 17841, 38992, 2020-11-03 21:13:08, 3.6294117647058823, 51.3867928, -0.4081091, 
1604438048, 107, 22, 513868549, -4080639, 7, 1, 213, 7, 0, 15914, 38952, 2020-11-03 21:14:08, 3.6294117647058823, 51.3868549, -0.4080639, 
1604438108, 107, 22, 513867832, -4080772, 0, 2, 50, 7, 0, 21534, 41639, 2020-11-03 21:15:08, 3.6294117647058823, 51.3867832, -0.4080772, 
1604438167, 107, 22, 513871093, -4075886, 128, 3, 11, 6, 0, 39175, 89929, 2020-11-03 21:16:07, 3.6294117647058823, 51.3871093, -0.4075886, 
1604438228, 107, 22, 513869137, -4080602, 19, 8, 248, 7, 0, 30023, 46139, 2020-11-03 21:17:08, 3.6294117647058823, 51.3869137, -0.4080602, 
1604438288, 107, 22, 513868621, -4079600, 30, 4, 2, 5, 1, 52313, 67144, 2020-11-03 21:18:08, 3.6294117647058823, 51.3868621, -0.40796, 
1604438347, 107, 22, 513869370, -4078539, 37, 8, 6, 6, 0, 42135, 61141, 2020-11-03 21:19:07, 3.6294117647058823, 51.386937, -0.4078539, 
1604438408, 107, 22, 513868112, -4081545, 9, 9, 250, 7, 0, 25098, 30882, 2020-11-03 21:20:08, 3.6294117647058823, 51.3868112, -0.4081545, 
1604438467, 107, 22, 513868345, -4080283, 4, 7, 5, 6, 0, 31387, 39307, 2020-11-03 21:21:07, 3.6294117647058823, 51.3868345, -0.4080283, 
1604438527, 107, 22, 513868675, -4080004, 12, 1, 0, 7, 0, 20360, 41428, 2020-11-03 21:22:07, 3.6294117647058823, 51.3868675, -0.4080004, 
1604438587, 107, 22, 513868024, -4080762, 8, 13, 35, 4, 0, 35371, 52878, 2020-11-03 21:23:07, 3.6294117647058823, 51.3868024, -0.4080762, 
1604438648, 107, 21, 513868276, -4079029, 31, 0, 0, 5, 1, 35270, 80081, 2020-11-03 21:24:08, 3.6294117647058823, 51.3868276, -0.4079029, 
1604438708, 107, 22, 513868384, -4080047, 25, 0, 4, 6, 1, 25243, 43483, 2020-11-03 21:25:08, 3.6294117647058823, 51.3868384, -0.4080047, 
1604438767, 107, 22, 513868729, -4080678, 15, 0, 1, 6, 0, 15717, 28499, 2020-11-03 21:26:07, 3.6294117647058823, 51.3868729, -0.4080678, 
1604438828, 107, 22, 513868562, -4080521, 11, 1, 3, 6, 1, 17958, 28337, 2020-11-03 21:27:08, 3.6294117647058823, 51.3868562, -0.4080521, 
1604438888, 107, 21, 513868379, -4079349, 16, 9, 202, 6, 1, 18281, 29236, 2020-11-03 21:28:08, 3.6294117647058823, 51.3868379, -0.4079349, 
1604438948, 107, 21, 513868264, -4079537, 13, 7, 201, 5, 1, 28038, 29524, 2020-11-03 21:29:08, 3.6294117647058823, 51.3868264, -0.4079537, 
1604439008, 107, 22, 513868392, -4079841, 23, 7, 202, 6, 1, 39496, 45101, 2020-11-03 21:30:08, 3.6294117647058823, 51.3868392, -0.4079841, 
1604439068, 107, 22, 513868684, -4080575, 0, 4, 225, 6, 1, 25560, 51235, 2020-11-03 21:31:08, 3.6294117647058823, 51.3868684, -0.4080575, 
1604439128, 107, 22, 513868369, -4081898, -14, 10, 201, 5, 1, 24777, 36352, 2020-11-03 21:32:08, 3.6294117647058823, 51.3868369, -0.4081898, 
1604439188, 107, 21, 513868578, -4080059, 8, 3, 46, 6, 1, 32864, 38007, 2020-11-03 21:33:08, 3.6294117647058823, 51.3868578, -0.4080059, 
1604439248, 107, 22, 513867956, -4077953, 15, 9, 205, 6, 1, 23415, 42133, 2020-11-03 21:34:08, 3.6294117647058823, 51.3867956, -0.4077953, 
1604439308, 107, 21, 513868201, -4080648, -21, 8, 201, 6, 1, 19191, 34862, 2020-11-03 21:35:08, 3.6294117647058823, 51.3868201, -0.4080648, 
1604439368, 108, 21, 513867958, -4080535, -9, 2, 0, 7, 1, 26868, 50467, 2020-11-03 21:36:08, 3.635294117647059, 51.3867958, -0.4080535, 
1604439428, 107, 21, 513868297, -4081674, -5, 6, 200, 6, 1, 30291, 46338, 2020-11-03 21:37:08, 3.6294117647058823, 51.3868297, -0.4081674, 
1604439488, 107, 21, 513868214, -4083010, -32, 8, 203, 6, 1, 28252, 47224, 2020-11-03 21:38:08, 3.6294117647058823, 51.3868214, -0.408301, 
1604439548, 107, 21, 513868273, -4079538, 2, 13, 202, 5, 1, 19394, 36645, 2020-11-03 21:39:08, 3.6294117647058823, 51.3868273, -0.4079538, 
